Año;Sexo;Código Localidad;Localidad;Grupo de edad;Régimen Aseguramiento;Código CIE10;Descripción causa básica de muerte;Grupo condición crónica;Muertes total
2006;Masculino;21;Distrito;60 a 64 años;Contributivo;J448;OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRÓNICAS ESPECIFICADAS;Enfermedades crónicas respiratorias bajas;1
2006;Masculino;21;Distrito;60 a 64 años;Contributivo;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;18
2006;Masculino;21;Distrito;60 a 64 años;Subsidiado;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;1
2006;Masculino;21;Distrito;60 a 64 años;Subsidiado;J448;OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRÓNICAS ESPECIFICADAS;Enfermedades crónicas respiratorias bajas;1
2006;Masculino;21;Distrito;60 a 64 años;Subsidiado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;5
2006;Masculino;21;Distrito;60 a 64 años;Vinculado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;2
2006;Masculino;21;Distrito;65 a 69 años;Contributivo;J439;ENFISEMA, NO ESPECIFICADO;Enfermedades crónicas respiratorias bajas;3
2006;Masculino;21;Distrito;65 a 69 años;Contributivo;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;1
2006;Masculino;21;Distrito;65 a 69 años;Contributivo;J441;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON EXACERBACIÓN AGUDA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2006;Masculino;21;Distrito;65 a 69 años;Contributivo;J448;OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRÓNICAS ESPECIFICADAS;Enfermedades crónicas respiratorias bajas;4
2006;Masculino;21;Distrito;65 a 69 años;Contributivo;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;25
2006;Masculino;21;Distrito;65 a 69 años;Otro;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2006;Masculino;21;Distrito;65 a 69 años;Sin dato;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2006;Masculino;21;Distrito;65 a 69 años;Subsidiado;J42X;BRONQUITIS CRÓNICA NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2006;Masculino;21;Distrito;65 a 69 años;Subsidiado;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON INFECCIÓN AGUDA DE LAS VÍAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;1
2006;Masculino;21;Distrito;65 a 69 años;Subsidiado;J441;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA CON EXACERBACIÓN AGUDA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;2
2006;Masculino;21;Distrito;65 a 69 años;Subsidiado;J448;OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRÓNICAS ESPECIFICADAS;Enfermedades crónicas respiratorias bajas;2
2006;Masculino;21;Distrito;65 a 69 años;Subsidiado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;15
2006;Masculino;21;Distrito;65 a 69 años;Vinculado;J42X;BRONQUITIS CRÓNICA NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2006;Masculino;21;Distrito;65 a 69 años;Vinculado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRÓNICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;3
2007;Femenino;21;Distrito;35 a 39 años;Particular;J42X;;Enfermedades crónicas respiratorias bajas;1
2007;Femenino;21;Distrito;45 a 49 años;Contributivo;J449;;Enfermedades crónicas respiratorias bajas;1
2007;Femenino;21;Distrito;50 a 54 años;Contributivo;J40X;;Enfermedades crónicas respiratorias bajas;1
2007;Femenino;21;Distrito;50 a 54 años;Contributivo;J449;;Enfermedades crónicas respiratorias bajas;1
2007;Femenino;21;Distrito;50 a 54 años;Ignorado;J449;;Enfermedades crónicas respiratorias bajas;1
2007;Femenino;21;Distrito;50 a 54 años;Vinculado;J441;;Enfermedades crónicas respiratorias bajas;1
2007;Femenino;21;Distrito;55 a 59 años;Contributivo;J441;;Enfermedades crónicas respiratorias bajas;2
2007;Femenino;21;Distrito;55 a 59 años;Contributivo;J448;;Enfermedades crónicas respiratorias bajas;2
2007;Femenino;21;Distrito;55 a 59 años;Contributivo;J449;;Enfermedades crónicas respiratorias bajas;6
2007;Femenino;21;Distrito;55 a 59 años;Contributivo;J47X;;Enfermedades crónicas respiratorias bajas;1
2007;Femenino;21;Distrito;55 a 59 años;Subsidiado;J441;;Enfermedades crónicas respiratorias bajas;2
2007;Femenino;21;Distrito;55 a 59 años;Subsidiado;J449;;Enfermedades crónicas respiratorias bajas;2
2007;Femenino;21;Distrito;55 a 59 años;Vinculado;J449;;Enfermedades crónicas respiratorias bajas;1
2007;Femenino;21;Distrito;60 a 64 años;Contributivo;J441;;Enfermedades crónicas respiratorias bajas;1
2007;Femenino;21;Distrito;60 a 64 años;Contributivo;J449;;Enfermedades crónicas respiratorias bajas;7
2007;Femenino;21;Distrito;60 a 64 años;Otro;J449;;Enfermedades crónicas respiratorias bajas;1
2007;Femenino;21;Distrito;60 a 64 años;Subsidiado;J449;;Enfermedades crónicas respiratorias bajas;2
2007;Femenino;21;Distrito;65 a 69 años;Contributivo;J439;;Enfermedades crónicas respiratorias bajas;1
2007;Femenino;21;Distrito;65 a 69 años;Contributivo;J440;;Enfermedades crónicas respiratorias bajas;1
2007;Femenino;21;Distrito;65 a 69 años;Contributivo;J441;;Enfermedades crónicas respiratorias bajas;2
2007;Femenino;21;Distrito;65 a 69 años;Contributivo;J449;;Enfermedades crónicas respiratorias bajas;12
2007;Femenino;21;Distrito;65 a 69 años;Particular;J441;;Enfermedades crónicas respiratorias bajas;1
2007;Femenino;21;Distrito;65 a 69 años;Particular;J449;;Enfermedades crónicas respiratorias bajas;1
2007;Femenino;21;Distrito;65 a 69 años;Sin dato;J449;;Enfermedades crónicas respiratorias bajas;1
2007;Femenino;21;Distrito;65 a 69 años;Subsidiado;J440;;Enfermedades crónicas respiratorias bajas;2
2007;Femenino;21;Distrito;65 a 69 años;Subsidiado;J441;;Enfermedades crónicas respiratorias bajas;1
2007;Femenino;21;Distrito;65 a 69 años;Subsidiado;J448;;Enfermedades crónicas respiratorias bajas;1
2007;Femenino;21;Distrito;65 a 69 años;Subsidiado;J449;;Enfermedades crónicas respiratorias bajas;10
2007;Femenino;21;Distrito;65 a 69 años;Vinculado;J441;;Enfermedades crónicas respiratorias bajas;1
2007;Femenino;21;Distrito;65 a 69 años;Vinculado;J449;;Enfermedades crónicas respiratorias bajas;3
2007;Masculino;21;Distrito;30 a 34 años;Subsidiado;J449;;Enfermedades crónicas respiratorias bajas;1
2007;Masculino;21;Distrito;35 a 39 años;Vinculado;J441;;Enfermedades crónicas respiratorias bajas;1
2007;Masculino;21;Distrito;35 a 39 años;Vinculado;J449;;Enfermedades crónicas respiratorias bajas;1
2007;Masculino;21;Distrito;40 a 44 años;Contributivo;J449;;Enfermedades crónicas respiratorias bajas;2
2007;Masculino;21;Distrito;45 a 49 años;Contributivo;J449;;Enfermedades crónicas respiratorias bajas;1
2007;Masculino;21;Distrito;45 a 49 años;Subsidiado;J449;;Enfermedades crónicas respiratorias bajas;2
2007;Masculino;21;Distrito;50 a 54 años;Contributivo;J449;;Enfermedades crónicas respiratorias bajas;1
2007;Masculino;21;Distrito;50 a 54 años;Subsidiado;J441;;Enfermedades crónicas respiratorias bajas;2
2007;Masculino;21;Distrito;50 a 54 años;Subsidiado;J449;;Enfermedades crónicas respiratorias bajas;1
2007;Masculino;21;Distrito;55 a 59 años;Contributivo;J441;;Enfermedades crónicas respiratorias bajas;1
2007;Masculino;21;Distrito;55 a 59 años;Contributivo;J448;;Enfermedades crónicas respiratorias bajas;1
2007;Masculino;21;Distrito;55 a 59 años;Contributivo;J449;;Enfermedades crónicas respiratorias bajas;2
2007;Masculino;21;Distrito;55 a 59 años;Sin dato;J449;;Enfermedades crónicas respiratorias bajas;1
2007;Masculino;21;Distrito;55 a 59 años;Subsidiado;J449;;Enfermedades crónicas respiratorias bajas;3
2007;Masculino;21;Distrito;55 a 59 años;Vinculado;J440;;Enfermedades crónicas respiratorias bajas;1
2007;Masculino;21;Distrito;55 a 59 años;Vinculado;J449;;Enfermedades crónicas respiratorias bajas;2
2007;Masculino;21;Distrito;60 a 64 años;Contributivo;J439;;Enfermedades crónicas respiratorias bajas;2
2007;Masculino;21;Distrito;60 a 64 años;Contributivo;J441;;Enfermedades crónicas respiratorias bajas;5
2007;Masculino;21;Distrito;60 a 64 años;Contributivo;J448;;Enfermedades crónicas respiratorias bajas;1
2007;Masculino;21;Distrito;60 a 64 años;Contributivo;J449;;Enfermedades crónicas respiratorias bajas;15
2007;Masculino;21;Distrito;60 a 64 años;Sin dato;J449;;Enfermedades crónicas respiratorias bajas;1
2007;Masculino;21;Distrito;60 a 64 años;Subsidiado;J440;;Enfermedades crónicas respiratorias bajas;1
2007;Masculino;21;Distrito;60 a 64 años;Subsidiado;J441;;Enfermedades crónicas respiratorias bajas;1
2007;Masculino;21;Distrito;60 a 64 años;Subsidiado;J448;;Enfermedades crónicas respiratorias bajas;1
2007;Masculino;21;Distrito;60 a 64 años;Subsidiado;J449;;Enfermedades crónicas respiratorias bajas;7
2007;Masculino;21;Distrito;60 a 64 años;Vinculado;J449;;Enfermedades crónicas respiratorias bajas;6
2007;Masculino;21;Distrito;60 a 64 años;Vinculado;J47X;;Enfermedades crónicas respiratorias bajas;1
2007;Masculino;21;Distrito;65 a 69 años;Contributivo;J440;;Enfermedades crónicas respiratorias bajas;1
2007;Masculino;21;Distrito;65 a 69 años;Contributivo;J441;;Enfermedades crónicas respiratorias bajas;3
2007;Masculino;21;Distrito;65 a 69 años;Contributivo;J448;;Enfermedades crónicas respiratorias bajas;1
2007;Masculino;21;Distrito;65 a 69 años;Contributivo;J449;;Enfermedades crónicas respiratorias bajas;27
2007;Masculino;21;Distrito;65 a 69 años;Otro;J448;;Enfermedades crónicas respiratorias bajas;1
2007;Masculino;21;Distrito;65 a 69 años;Sin dato;J449;;Enfermedades crónicas respiratorias bajas;3
2007;Masculino;21;Distrito;65 a 69 años;Subsidiado;J439;;Enfermedades crónicas respiratorias bajas;1
2007;Masculino;21;Distrito;65 a 69 años;Subsidiado;J441;;Enfermedades crónicas respiratorias bajas;2
2007;Masculino;21;Distrito;65 a 69 años;Subsidiado;J449;;Enfermedades crónicas respiratorias bajas;12
2007;Masculino;21;Distrito;65 a 69 años;Vinculado;J441;;Enfermedades crónicas respiratorias bajas;1
2007;Masculino;21;Distrito;65 a 69 años;Vinculado;J449;;Enfermedades crónicas respiratorias bajas;3
2008;Femenino;21;Distrito;40 a 44 años;Contributivo;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2008;Femenino;21;Distrito;45 a 49 años;Subsidiado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2008;Femenino;21;Distrito;50 a 54 años;No Asegurado;J42X;BRONQUITIS CRONICA NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2008;Femenino;21;Distrito;50 a 54 años;Subsidiado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;3
2008;Femenino;21;Distrito;55 a 59 años;Contributivo;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;3
2008;Femenino;21;Distrito;55 a 59 años;No Asegurado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2008;Femenino;21;Distrito;60 a 64 años;Contributivo;J40X;BRONQUITIS, NO ESPECIFICADA COMO AGUDA O CRONICA;Enfermedades crónicas respiratorias bajas;1
2008;Femenino;21;Distrito;60 a 64 años;Contributivo;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;1
2008;Femenino;21;Distrito;60 a 64 años;Contributivo;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;6
2008;Femenino;21;Distrito;60 a 64 años;Excepcion;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2008;Femenino;21;Distrito;60 a 64 años;No Asegurado;J40X;BRONQUITIS, NO ESPECIFICADA COMO AGUDA O CRONICA;Enfermedades crónicas respiratorias bajas;1
2008;Femenino;21;Distrito;60 a 64 años;Subsidiado;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;1
2008;Femenino;21;Distrito;60 a 64 años;Subsidiado;J448;OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRONICAS ESPECIFICADAS;Enfermedades crónicas respiratorias bajas;1
2008;Femenino;21;Distrito;60 a 64 años;Subsidiado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;5
2008;Femenino;21;Distrito;65 a 69 años;Contributivo;J439;ENFISEMA, NO ESPECIFICADO;Enfermedades crónicas respiratorias bajas;1
2008;Femenino;21;Distrito;65 a 69 años;Contributivo;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;3
2008;Femenino;21;Distrito;65 a 69 años;Contributivo;J441;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;4
2008;Femenino;21;Distrito;65 a 69 años;Contributivo;J448;OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRONICAS ESPECIFICADAS;Enfermedades crónicas respiratorias bajas;1
2008;Femenino;21;Distrito;65 a 69 años;Contributivo;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;11
2008;Femenino;21;Distrito;65 a 69 años;Excepcion;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2008;Femenino;21;Distrito;65 a 69 años;No Asegurado;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;1
2008;Femenino;21;Distrito;65 a 69 años;No Asegurado;J441;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2008;Femenino;21;Distrito;65 a 69 años;No Asegurado;J448;OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRONICAS ESPECIFICADAS;Enfermedades crónicas respiratorias bajas;1
2008;Femenino;21;Distrito;65 a 69 años;No Asegurado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;3
2008;Femenino;21;Distrito;65 a 69 años;Subsidiado;J441;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;2
2008;Femenino;21;Distrito;65 a 69 años;Subsidiado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;10
2008;Masculino;21;Distrito;30 a 34 años;Contributivo;J439;ENFISEMA, NO ESPECIFICADO;Enfermedades crónicas respiratorias bajas;1
2008;Masculino;21;Distrito;35 a 39 años;Contributivo;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;1
2008;Masculino;21;Distrito;35 a 39 años;Subsidiado;J448;OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRONICAS ESPECIFICADAS;Enfermedades crónicas respiratorias bajas;1
2008;Masculino;21;Distrito;40 a 44 años;Contributivo;J40X;BRONQUITIS, NO ESPECIFICADA COMO AGUDA O CRONICA;Enfermedades crónicas respiratorias bajas;1
2008;Masculino;21;Distrito;45 a 49 años;Contributivo;J441;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2008;Masculino;21;Distrito;45 a 49 años;Sin dato;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2008;Masculino;21;Distrito;50 a 54 años;Contributivo;J439;ENFISEMA, NO ESPECIFICADO;Enfermedades crónicas respiratorias bajas;1
2008;Masculino;21;Distrito;50 a 54 años;Contributivo;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;2
2008;Masculino;21;Distrito;50 a 54 años;Contributivo;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2008;Masculino;21;Distrito;50 a 54 años;Especial;J439;ENFISEMA, NO ESPECIFICADO;Enfermedades crónicas respiratorias bajas;1
2008;Masculino;21;Distrito;50 a 54 años;No Asegurado;J441;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2008;Masculino;21;Distrito;50 a 54 años;No Asegurado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2008;Masculino;21;Distrito;50 a 54 años;Sin dato;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2008;Masculino;21;Distrito;50 a 54 años;Subsidiado;J448;OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRONICAS ESPECIFICADAS;Enfermedades crónicas respiratorias bajas;1
2008;Masculino;21;Distrito;50 a 54 años;Subsidiado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;4
2008;Masculino;21;Distrito;55 a 59 años;Contributivo;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;1
2008;Masculino;21;Distrito;55 a 59 años;Contributivo;J441;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;2
2008;Masculino;21;Distrito;55 a 59 años;Contributivo;J448;OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRONICAS ESPECIFICADAS;Enfermedades crónicas respiratorias bajas;1
2008;Masculino;21;Distrito;55 a 59 años;Contributivo;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;4
2008;Masculino;21;Distrito;55 a 59 años;Excepcion;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2008;Masculino;21;Distrito;55 a 59 años;No Asegurado;J441;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;2
2008;Masculino;21;Distrito;55 a 59 años;No Asegurado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2008;Masculino;21;Distrito;55 a 59 años;Subsidiado;J439;ENFISEMA, NO ESPECIFICADO;Enfermedades crónicas respiratorias bajas;1
2008;Masculino;21;Distrito;55 a 59 años;Subsidiado;J448;OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRONICAS ESPECIFICADAS;Enfermedades crónicas respiratorias bajas;2
2008;Masculino;21;Distrito;55 a 59 años;Subsidiado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;7
2008;Masculino;21;Distrito;60 a 64 años;Contributivo;J42X;BRONQUITIS CRONICA NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2008;Masculino;21;Distrito;60 a 64 años;Contributivo;J439;ENFISEMA, NO ESPECIFICADO;Enfermedades crónicas respiratorias bajas;1
2008;Masculino;21;Distrito;60 a 64 años;Contributivo;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;2
2008;Masculino;21;Distrito;60 a 64 años;Contributivo;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;13
2008;Masculino;21;Distrito;60 a 64 años;Excepcion;J42X;BRONQUITIS CRONICA NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2008;Masculino;21;Distrito;60 a 64 años;Excepcion;J441;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2008;Masculino;21;Distrito;60 a 64 años;No Asegurado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;5
2008;Masculino;21;Distrito;60 a 64 años;Sin dato;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;2
2008;Masculino;21;Distrito;60 a 64 años;Subsidiado;J441;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
2008;Masculino;21;Distrito;60 a 64 años;Subsidiado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;10
2008;Masculino;21;Distrito;65 a 69 años;Contributivo;J439;ENFISEMA, NO ESPECIFICADO;Enfermedades crónicas respiratorias bajas;2
2008;Masculino;21;Distrito;65 a 69 años;Contributivo;J440;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON INFECCION AGUDA DE LAS VIAS RESPIRATORIAS INFERIORES;Enfermedades crónicas respiratorias bajas;1
2008;Masculino;21;Distrito;65 a 69 años;Contributivo;J441;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;4
2008;Masculino;21;Distrito;65 a 69 años;Contributivo;J448;OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRONICAS ESPECIFICADAS;Enfermedades crónicas respiratorias bajas;1
2008;Masculino;21;Distrito;65 a 69 años;Contributivo;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;21
2008;Masculino;21;Distrito;65 a 69 años;Excepcion;J448;OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRONICAS ESPECIFICADAS;Enfermedades crónicas respiratorias bajas;1
2008;Masculino;21;Distrito;65 a 69 años;Excepcion;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;2
2008;Masculino;21;Distrito;65 a 69 años;No Asegurado;J448;OTRAS ENFERMEDADES PULMONARES OBSTRUCTIVAS CRONICAS ESPECIFICADAS;Enfermedades crónicas respiratorias bajas;1
2008;Masculino;21;Distrito;65 a 69 años;No Asegurado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;7
2008;Masculino;21;Distrito;65 a 69 años;Subsidiado;J441;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA CON EXACERBACION AGUDA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;2
2008;Masculino;21;Distrito;65 a 69 años;Subsidiado;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;13
2009;Femenino;21;Distrito;40 a 44 años;Especial;J449;ENFERMEDAD PULMONAR OBSTRUCTIVA CRONICA, NO ESPECIFICADA;Enfermedades crónicas respiratorias bajas;1
